"GHO (CODE)","GHO (DISPLAY)","GHO (URL)","PUBLISHSTATE (CODE)","PUBLISHSTATE (DISPLAY)","PUBLISHSTATE (URL)","YEAR (CODE)","YEAR (DISPLAY)","YEAR (URL)","REGION (CODE)","REGION (DISPLAY)","REGION (URL)","COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","SEX (CODE)","SEX (DISPLAY)","SEX (URL)","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2020","2020","","AMR","Americas","","CUB","Cuba","","MLE","Male","","52.6 [24.3-100.0]","52.60000","24.30000","100.00000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2025","2025","","AMR","Americas","","CUB","Cuba","","MLE","Male","","52.1 [19.6-100.0]","52.10000","19.60000","100.00000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2000","2000","","AMR","Americas","","DOM","Dominican Republic","","MLE","Male","","21.7 [16.1-28.1]","21.70000","16.10000","28.10000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2005","2005","","AMR","Americas","","DOM","Dominican Republic","","MLE","Male","","20.4 [16.3-25.6]","20.40000","16.30000","25.60000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2010","2010","","AMR","Americas","","DOM","Dominican Republic","","MLE","Male","","19.5 [14.2-25.3]","19.50000","14.20000","25.30000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2012","2012","","AMR","Americas","","DOM","Dominican Republic","","MLE","Male","","19.1 [13.3-26.1]","19.10000","13.30000","26.10000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2015","2015","","AMR","Americas","","DOM","Dominican Republic","","MLE","Male","","18.8 [12.0-26.9]","18.80000","12.00000","26.90000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2020","2020","","AMR","Americas","","DOM","Dominican Republic","","MLE","Male","","18.1 [9.2-29.3]","18.10000","9.20000","29.30000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2025","2025","","AMR","Americas","","DOM","Dominican Republic","","MLE","Male","","17.6 [7.0-31.6]","17.60000","7.00000","31.60000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2000","2000","","AMR","Americas","","ECU","Ecuador","","MLE","Male","","21.4 [15.6-28.7]","21.40000","15.60000","28.70000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2005","2005","","AMR","Americas","","ECU","Ecuador","","MLE","Male","","18.4 [13.0-24.0]","18.40000","13.00000","24.00000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2010","2010","","AMR","Americas","","ECU","Ecuador","","MLE","Male","","15.9 [10.2-21.9]","15.90000","10.20000","21.90000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2012","2012","","AMR","Americas","","ECU","Ecuador","","MLE","Male","","15.1 [9.1-21.6]","15.10000","9.10000","21.60000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2015","2015","","AMR","Americas","","ECU","Ecuador","","MLE","Male","","14.0 [7.4-21.1]","14.00000","7.40000","21.10000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2020","2020","","AMR","Americas","","ECU","Ecuador","","MLE","Male","","12.3 [5.7-20.5]","12.30000","5.70000","20.50000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2025","2025","","AMR","Americas","","ECU","Ecuador","","MLE","Male","","11.0 [3.4-19.3]","11.00000","3.40000","19.30000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2000","2000","","AMR","Americas","","HND","Honduras","","MLE","Male","","60.2 [34.4-100.0]","60.20000","34.40000","100.00000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2005","2005","","AMR","Americas","","HND","Honduras","","MLE","Male","","49.2 [29.0-73.2]","49.20000","29.00000","73.20000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2010","2010","","AMR","Americas","","HND","Honduras","","MLE","Male","","40.3 [28.6-55.2]","40.30000","28.60000","55.20000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2012","2012","","AMR","Americas","","HND","Honduras","","MLE","Male","","37.2 [26.6-49.3]","37.20000","26.60000","49.30000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2015","2015","","AMR","Americas","","HND","Honduras","","MLE","Male","","33.3 [22.1-45.1]","33.30000","22.10000","45.10000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2020","2020","","AMR","Americas","","HND","Honduras","","MLE","Male","","27.8 [14.8-42.1]","27.80000","14.80000","42.10000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2025","2025","","AMR","Americas","","HND","Honduras","","MLE","Male","","23.8 [10.2-41.2]","23.80000","10.20000","41.20000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2000","2000","","AMR","Americas","","HTI","Haiti","","MLE","Male","","18.4 [11.4-25.8]","18.40000","11.40000","25.80000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2005","2005","","AMR","Americas","","HTI","Haiti","","MLE","Male","","19.4 [13.3-26.8]","19.40000","13.30000","26.80000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2010","2010","","AMR","Americas","","HTI","Haiti","","MLE","Male","","20.7 [13.8-30.2]","20.70000","13.80000","30.20000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2012","2012","","AMR","Americas","","HTI","Haiti","","MLE","Male","","21.2 [12.9-31.0]","21.20000","12.90000","31.00000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2015","2015","","AMR","Americas","","HTI","Haiti","","MLE","Male","","22.1 [12.4-32.7]","22.10000","12.40000","32.70000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2020","2020","","AMR","Americas","","HTI","Haiti","","MLE","Male","","23.7 [11.4-39.5]","23.70000","11.40000","39.50000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2025","2025","","AMR","Americas","","HTI","Haiti","","MLE","Male","","25.8 [9.5-45.2]","25.80000","9.50000","45.20000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2000","2000","","AMR","Americas","","JAM","Jamaica","","MLE","Male","","29.0 [18.1-41.0]","29.00000","18.10000","41.00000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2005","2005","","AMR","Americas","","JAM","Jamaica","","MLE","Male","","28.9 [18.1-40.4]","28.90000","18.10000","40.40000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2010","2010","","AMR","Americas","","JAM","Jamaica","","MLE","Male","","29.3 [18.0-42.6]","29.30000","18.00000","42.60000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2012","2012","","AMR","Americas","","JAM","Jamaica","","MLE","Male","","29.5 [17.6-44.6]","29.50000","17.60000","44.60000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2015","2015","","AMR","Americas","","JAM","Jamaica","","MLE","Male","","29.9 [13.6-45.8]","29.90000","13.60000","45.80000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2020","2020","","AMR","Americas","","JAM","Jamaica","","MLE","Male","","30.7 [12.4-52.2]","30.70000","12.40000","52.20000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2025","2025","","AMR","Americas","","JAM","Jamaica","","MLE","Male","","31.7 [9.8-59.6]","31.70000","9.80000","59.60000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2000","2000","","AMR","Americas","","MEX","Mexico","","MLE","Male","","36.6 [29.8-43.8]","36.60000","29.80000","43.80000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2005","2005","","AMR","Americas","","MEX","Mexico","","MLE","Male","","30.2 [25.3-35.5]","30.20000","25.30000","35.50000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2010","2010","","AMR","Americas","","MEX","Mexico","","MLE","Male","","25.1 [21.0-29.6]","25.10000","21.00000","29.60000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2012","2012","","AMR","Americas","","MEX","Mexico","","MLE","Male","","23.3 [19.0-27.8]","23.30000","19.00000","27.80000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2015","2015","","AMR","Americas","","MEX","Mexico","","MLE","Male","","20.8 [16.4-25.3]","20.80000","16.40000","25.30000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2020","2020","","AMR","Americas","","MEX","Mexico","","MLE","Male","","17.3 [12.9-22.0]","17.30000","12.90000","22.00000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2025","2025","","AMR","Americas","","MEX","Mexico","","MLE","Male","","14.5 [10.3-19.9]","14.50000","10.30000","19.90000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2000","2000","","AMR","Americas","","PAN","Panama","","MLE","Male","","25.5 [16.7-34.9]","25.50000","16.70000","34.90000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2005","2005","","AMR","Americas","","PAN","Panama","","MLE","Male","","18.9 [13.9-23.5]","18.90000","13.90000","23.50000","","",""
